city,badge,vehicle,access,obs_access,obs_mobility,obs_parking,lat,lng
Madrid,SIN ETIQUETA,furgoneta,PROHIBIDO,"EXCEP MOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de TEPMR, el vehículo está dado de alta en el SGDC y la matrícula cuenta con permiso previo (cambio 1 vez al día).EXCEP SERVICIOS: Para vehículos que prestan servicios públicos escenciales con permiso previo gestionado.OTRAS EXCEP: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,40.64328,'-3.6556928
Madrid,SIN ETIQUETA,camión (servicios),PROHIBIDO,"EXCEP MOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de TEPMR, el vehículo está dado de alta en el SGDC y la matrícula cuenta con permiso previo (cambio 1 vez al día).EXCEP SERVICIOS: Para vehículos que prestan servicios públicos escenciales con permiso previo gestionado.OTRAS EXCEP: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,40.64328,'-3.6556928
Madrid,SIN ETIQUETA,autobús (servicios),PROHIBIDO,"EXCEP MOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de TEPMR, el vehículo está dado de alta en el SGDC y la matrícula cuenta con permiso previo (cambio 1 vez al día).EXCEP SERVICIOS: Para vehículos que prestan servicios públicos escenciales con permiso previo gestionado.OTRAS EXCEP: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,40.64328,'-3.6556928
Madrid,SIN ETIQUETA,furgoneta >3500 kg,PROHIBIDO,"EXCEP MOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de TEPMR, el vehículo está dado de alta en el SGDC y la matrícula cuenta con permiso previo (cambio 1 vez al día).EXCEP SERVICIOS: Para vehículos que prestan servicios públicos escenciales con permiso previo gestionado.OTRAS EXCEP: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,40.64328,'-3.6556928
Madrid,SIN ETIQUETA,camión >3500 kg (servicios),PROHIBIDO,"EXCEP MOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de TEPMR, el vehículo está dado de alta en el SGDC y la matrícula cuenta con permiso previo (cambio 1 vez al día).EXCEP SERVICIOS: Para vehículos que prestan servicios públicos escenciales con permiso previo gestionado.OTRAS EXCEP: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.""""",,,40.64328,'-3.6556928
Madrid,SIN ETIQUETA,autobús >3500 kg (servicios),PROHIBIDO,"EXCEP MOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de TEPMR, el vehículo está dado de alta en el SGDC y la matrícula cuenta con permiso previo (cambio 1 vez al día).EXCEP SERVICIOS: Para vehículos que prestan servicios públicos escenciales con permiso previo gestionado.OTRAS EXCEP: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.""""",,,40.64328,'-3.6556928
Madrid,B,turismo,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.64328,'-3.6556928
Madrid,B,motocicleta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.64328,'-3.6556928
Madrid,B,furgoneta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.64328,'-3.6556928
Madrid,B,camión (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.64328,'-3.6556928
Madrid,B,autobús (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.64328,'-3.6556928
Madrid,B,furgoneta >3500 kg,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.64328,'-3.6556928
Madrid,B,camión >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.64328,'-3.6556928
Madrid,B,autobús >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.64328,'-3.6556928
Madrid,C,turismo,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.64328,'-3.6556928
Madrid,C,motocicleta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.64328,'-3.6556928
Madrid,C,furgoneta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.64328,'-3.6556928
Madrid,C,camión (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.64328,'-3.6556928
Madrid,C,autobús (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.64328,'-3.6556928
Madrid,C,furgoneta >3500 kg,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.64328,'-3.6556928
Madrid,C,camión >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.64328,'-3.6556928
Madrid,C,autobús >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.64328,'-3.6556928
Madrid,ECO,turismo,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.64328,'-3.6556928
Madrid,ECO,motocicleta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.64328,'-3.6556928
Madrid,ECO,furgoneta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.64328,'-3.6556928
Madrid,ECO,camión (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.64328,'-3.6556928
Madrid,ECO,autobús (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.64328,'-3.6556928
Madrid,ECO,furgoneta >3500 kg,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.64328,'-3.6556928
Madrid,ECO,camión >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.64328,'-3.6556928
Madrid,ECO,autobús >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.64328,'-3.6556928
Madrid,0,turismo,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.64328,'-3.6556928
Madrid,0,motocicleta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.64328,'-3.6556928
Madrid,0,furgoneta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.64328,'-3.6556928
Madrid,0,camión (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.64328,'-3.6556928
Madrid,0,autobús (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.64328,'-3.6556928
Madrid,0,furgoneta >3500 kg,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.64328,'-3.6556928
Madrid,0,camión >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.64328,'-3.6556928
Madrid,0,autobús >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,40.64328,'-3.6556928
Málaga,SIN ETIQUETA,turismo,PROHIBIDO,"EXCEP IVTM: Vehículos que estén domiciliados,a la entrada en vigor de la ordenanza (29/10/2024), en el impuesto de vehículos de tracción mecánica en la ciudad de Málaga EXCEP MOVILIDAD REDUCIDA: Transporte de persona con tarjeta PMREXCEP SERVICIOS: Vehículos de transporte público colectivo, taxi y VTC autorizados, transporte de mercancías, servicios de desatoros, seguridad privada, transporte de fondos y efectivo, correos y similares. OTRAS EXCEP: OTROS: Vehículos históricos con comprobación de oficio de matrícula, permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,36.733868,'-4.4136667
Málaga,SIN ETIQUETA,motocicleta,PROHIBIDO,"EXCEP IVTM: Vehículos que estén domiciliados,a la entrada en vigor de la ordenanza (29/10/2024), en el impuesto de vehículos de tracción mecánica en la ciudad de Málaga EXCEP MOVILIDAD REDUCIDA: Transporte de persona con tarjeta PMREXCEP SERVICIOS: Vehículos de transporte público colectivo, taxi y VTC autorizados, transporte de mercancías, servicios de desatoros, seguridad privada, transporte de fondos y efectivo, correos y similares. OTRAS EXCEP: OTROS: Vehículos históricos con comprobación de oficio de matrícula, permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,36.733868,'-4.4136667
Málaga,SIN ETIQUETA,furgoneta,PROHIBIDO,"EXCEP IVTM: Vehículos que estén domiciliados,a la entrada en vigor de la ordenanza (29/10/2024), en el impuesto de vehículos de tracción mecánica en la ciudad de Málaga EXCEP MOVILIDAD REDUCIDA: Transporte de persona con tarjeta PMREXCEP SERVICIOS: Vehículos de transporte público colectivo, taxi y VTC autorizados, transporte de mercancías, servicios de desatoros, seguridad privada, transporte de fondos y efectivo, correos y similares. OTRAS EXCEP: OTROS: Vehículos históricos con comprobación de oficio de matrícula, permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,36.733868,'-4.4136667
Málaga,SIN ETIQUETA,camión (servicios),PROHIBIDO,"EXCEP IVTM: Vehículos que estén domiciliados,a la entrada en vigor de la ordenanza (29/10/2024), en el impuesto de vehículos de tracción mecánica en la ciudad de Málaga EXCEP MOVILIDAD REDUCIDA: Transporte de persona con tarjeta PMREXCEP SERVICIOS: Vehículos de transporte público colectivo, transporte de mercancías, servicios de desatoros, seguridad privada, transporte de fondos y efectivo, correos y similares. OTRAS EXCEP: OTROS: Vehículos históricos con comprobación de oficio de matrícula, permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,36.733868,'-4.4136667
Málaga,SIN ETIQUETA,autobús (servicios),PROHIBIDO,"EXCEP IVTM: Vehículos que estén domiciliados,a la entrada en vigor de la ordenanza (29/10/2024), en el impuesto de vehículos de tracción mecánica en la ciudad de Málaga EXCEP MOVILIDAD REDUCIDA: Transporte de persona con tarjeta PMREXCEP SERVICIOS: Vehículos de transporte público colectivo, transporte de mercancías, servicios de desatoros, seguridad privada, transporte de fondos y efectivo, correos y similares. OTRAS EXCEP: OTROS: Vehículos históricos con comprobación de oficio de matrícula, permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,36.733868,'-4.4136667
